chrom	start	end	nSites	recombRate	CI95LO	CI95HI
NC_041730.1	35530000	35568000	204	0	0	4.609111980968789e-11
NC_041730.1	35568000	35606000	234	0	0	4.609111980968789e-11
NC_041730.1	35606000	35644000	259	3.4957388197287864e-09	3.3915758969971544e-09	3.5999017424604184e-09
NC_041730.1	35644000	35682000	207	3.972333368780494e-11	0	8.581445349749283e-11
NC_041730.1	35682000	35720000	230	0	0	4.609111980968789e-11
NC_041730.1	35720000	35758000	311	3.779229232071612e-09	3.67506630933998e-09	3.8833921548032435e-09
NC_041730.1	35758000	35796000	235	0	0	4.609111980968789e-11
NC_041730.1	35796000	35834000	271	3.4978329240732204e-09	3.3936700013415884e-09	3.6019958468048524e-09
NC_041730.1	35834000	35872000	321	3.860241926487822e-09	3.75607900375619e-09	3.964404849219453e-09
NC_041730.1	35872000	35910000	297	3.5644240629444316e-09	3.4602611402127996e-09	3.6685869856760636e-09
NC_041730.1	35910000	35948000	367	3.949510268488399e-09	3.845347345756767e-09	4.0536731912200315e-09
NC_041730.1	35948000	35986000	297	3.638643711906204e-09	3.534480789174572e-09	3.742806634637836e-09
NC_041730.1	35986000	36024000	335	3.8467143348561895e-09	3.742551412124557e-09	3.950877257587822e-09
NC_041730.1	36024000	36062000	367	3.936515345567815e-09	3.832352422836183e-09	4.0406782682994475e-09
NC_041730.1	36062000	36100000	261	2.325008145472681e-11	0	6.93412012644147e-11
NC_041730.1	36100000	36138000	282	3.506120754899364e-09	3.401957832167732e-09	3.610283677630996e-09
NC_041730.1	36138000	36176000	317	3.769139289954571e-09	3.664976367222939e-09	3.8733022126862024e-09
NC_041730.1	36176000	36214000	330	4.012493263290373e-09	3.90833034055874e-09	4.116656186022005e-09
NC_041730.1	36214000	36252000	264	3.4906958469761282e-09	3.3865329242444962e-09	3.5948587697077602e-09
NC_041730.1	36252000	36290000	364	3.909238688413142e-09	3.80507576568151e-09	4.013401611144775e-09
NC_041730.1	36290000	36328000	273	3.6137301716320896e-09	3.5095672489004576e-09	3.7178930943637216e-09
NC_041730.1	36328000	36366000	315	3.6541884881314423e-09	3.5500255653998103e-09	3.758351410863074e-09
NC_041730.1	36366000	36404000	299	3.663113823602104e-09	3.558950900870472e-09	3.767276746333736e-09
NC_041730.1	36404000	36442000	361	3.977226710693682e-09	3.87306378796205e-09	4.0813896334253135e-09
NC_041730.1	36442000	36480000	336	3.815409769202429e-09	3.7112468464707973e-09	3.919572691934062e-09
NC_041730.1	36480000	36518000	348	3.927726901561123e-09	3.823563978829492e-09	4.031889824292755e-09
NC_041730.1	36518000	36556000	362	3.970881503612726e-09	3.866718580881094e-09	4.0750444263443585e-09
NC_041730.1	36556000	36594000	300	3.6867255878060318e-09	3.5825626650743998e-09	3.790888510537664e-09
NC_041730.1	36594000	36632000	304	3.652944159598572e-09	3.54878123686694e-09	3.757107082330204e-09
NC_041730.1	36632000	36670000	361	3.954362260295112e-09	3.85019933756348e-09	4.0585251830267445e-09
NC_041730.1	36670000	36708000	368	3.894208137888083e-09	3.790045215156451e-09	3.998371060619716e-09
NC_041730.1	36708000	36746000	302	3.7054604414793977e-09	3.6012975187477657e-09	3.80962336421103e-09
NC_041730.1	36746000	36784000	350	3.876315164464399e-09	3.772152241732767e-09	3.980478087196032e-09
NC_041730.1	36784000	36822000	289	3.575800027570033e-09	3.471637104838401e-09	3.679962950301665e-09
NC_041730.1	36822000	36860000	290	3.6163409958028168e-09	3.5121780730711848e-09	3.7205039185344488e-09
NC_041730.1	36860000	36898000	362	4.0203821541372265e-09	3.916219231405595e-09	4.124545076868858e-09
NC_041730.1	36898000	36936000	466	3.694672354398601e-09	3.590509431666969e-09	3.798835277130233e-09
NC_041730.1	36936000	36974000	351	3.884600260766731e-09	3.780437338035098e-09	3.988763183498363e-09
NC_041730.1	36974000	37012000	359	4.045640079138114e-09	3.941477156406482e-09	4.149803001869747e-09
NC_041730.1	37012000	37050000	411	4.000992427085686e-09	3.896829504354054e-09	4.105155349817317e-09
NC_041730.1	37050000	37088000	426	3.967539765267078e-09	3.863376842535446e-09	4.071702687998711e-09
NC_041730.1	37088000	37126000	360	3.9575331059274256e-09	3.853370183195793e-09	4.061696028659058e-09
NC_041730.1	37126000	37164000	402	3.995115965465481e-09	3.890953042733849e-09	4.0992788881971124e-09
NC_041730.1	37164000	37202000	329	3.95775753220306e-09	3.853594609471427e-09	4.061920454934692e-09
NC_041730.1	37202000	37240000	289	3.5271295303950236e-09	3.4229666076633916e-09	3.6312924531266556e-09
NC_041730.1	37240000	37278000	285	3.5248483665920873e-09	3.4206854438604553e-09	3.6290112893237193e-09
NC_041730.1	37278000	37316000	253	6.722092383906813e-11	2.112980402938024e-11	1.1331204364875601e-10
NC_041730.1	37316000	37354000	286	3.5905337169881767e-09	3.4863707942565447e-09	3.6946966397198087e-09
NC_041730.1	37354000	37392000	282	3.4625237609846174e-09	3.3583608382529854e-09	3.5666866837162494e-09
NC_041730.1	37392000	37430000	282	3.444982932625884e-09	3.340820009894252e-09	3.549145855357516e-09
NC_041730.1	37430000	37468000	232	6.716016332098074e-11	2.1069043511292856e-11	1.1325128313066863e-10
NC_041730.1	37468000	37506000	275	3.523501508441159e-09	3.419338585709527e-09	3.627664431172791e-09
NC_041730.1	37506000	37544000	239	3.461777596580751e-09	3.357614673849119e-09	3.565940519312383e-09
NC_041730.1	37544000	37582000	229	2.973099303601974e-11	0	7.582211284570763e-11
NC_041730.1	37582000	37620000	253	3.491715043065127e-09	3.387552120333495e-09	3.595877965796759e-09
NC_041730.1	37620000	37658000	269	3.5899450281011428e-09	3.4857821053695108e-09	3.6941079508327748e-09
NC_041730.1	37658000	37696000	225	0	0	4.609111980968789e-11
NC_041730.1	37696000	37734000	231	3.792503871035793e-11	0	8.401615852004582e-11
NC_041730.1	37734000	37772000	255	6.844965657130187e-11	2.2358536761613982e-11	1.1454077638098976e-10
NC_041730.1	37772000	37810000	203	0	0	4.609111980968789e-11
NC_041730.1	37810000	37848000	248	0	0	4.609111980968789e-11
NC_041730.1	37848000	37886000	287	3.4862753239621706e-09	3.3821124012305387e-09	3.5904382466938026e-09
NC_041730.1	37886000	37924000	278	3.488735854497284e-09	3.384572931765652e-09	3.592898777228916e-09
NC_041730.1	37924000	37962000	282	3.5257693001221623e-09	3.4216063773905303e-09	3.6299322228537943e-09
NC_041730.1	37962000	38000000	273	3.608367860587784e-09	3.5042049378561522e-09	3.712530783319416e-09
NC_041730.1	38000000	38038000	256	3.5208739916553e-09	3.416711068923668e-09	3.625036914386932e-09
NC_041730.1	38038000	38076000	337	3.881163467668939e-09	3.777000544937306e-09	3.985326390400571e-09
NC_041730.1	38076000	38114000	347	3.891751626501979e-09	3.787588703770347e-09	3.9959145492336105e-09
NC_041730.1	38114000	38152000	294	3.631143258664222e-09	3.52698033593259e-09	3.735306181395854e-09
NC_041730.1	38152000	38190000	208	2.6181250582460047e-11	0	7.227237039214793e-11
NC_041730.1	38190000	38228000	344	3.835095192934536e-09	3.730932270202903e-09	3.939258115666168e-09
NC_041730.1	38228000	38266000	258	3.442046655047075e-09	3.337883732315443e-09	3.546209577778707e-09
NC_041730.1	38266000	38304000	268	3.4989612907666755e-09	3.3947983680350435e-09	3.6031242134983075e-09
NC_041730.1	38304000	38342000	236	5.454286010887436e-11	8.451740299186475e-12	1.0063397991856225e-10
NC_041730.1	38342000	38380000	246	5.218368725304301e-11	6.092567443355125e-12	9.82748070627309e-11
NC_041730.1	38380000	38418000	385	4.0165890090147725e-09	3.912426086283141e-09	4.120751931746404e-09
NC_041730.1	38418000	38456000	364	4.009934244823494e-09	3.905771322091862e-09	4.114097167555127e-09
NC_041730.1	38456000	38494000	280	3.529477825255035e-09	3.425314902523403e-09	3.633640747986667e-09
NC_041730.1	38494000	38532000	300	3.640308120390903e-09	3.536145197659271e-09	3.744471043122535e-09
NC_041730.1	38532000	38570000	218	0	0	4.609111980968789e-11
NC_041730.1	38570000	38608000	213	0	0	4.609111980968789e-11
NC_041730.1	38608000	38646000	243	0	0	4.609111980968789e-11
NC_041730.1	38646000	38684000	238	0	0	4.609111980968789e-11
NC_041730.1	38684000	38722000	250	6.820763618916894e-11	2.211651637948105e-11	1.1429875599885682e-10
NC_041730.1	38722000	38760000	240	0	0	4.609111980968789e-11
NC_041730.1	38760000	38798000	283	3.5107872348077535e-09	3.4066243120761215e-09	3.6149501575393855e-09
NC_041730.1	38798000	38836000	337	3.880094313933391e-09	3.7759313912017594e-09	3.984257236665023e-09
NC_041730.1	38836000	38874000	386	4.0971226884810844e-09	3.992959765749452e-09	4.201285611212717e-09
NC_041730.1	38874000	38912000	297	3.682023281128261e-09	3.577860358396629e-09	3.7861862038598925e-09
NC_041730.1	38912000	38950000	252	7.068096790168265e-11	2.4589848091994768e-11	1.1677208771137054e-10
NC_041730.1	38950000	38988000	321	3.773186550468322e-09	3.6690236277366904e-09	3.877349473199955e-09
NC_041730.1	38988000	39026000	274	3.6876572265460816e-09	3.5834943038144496e-09	3.791820149277714e-09
NC_041730.1	39026000	39064000	373	3.9508859743630475e-09	3.846723051631415e-09	4.05504889709468e-09
NC_041730.1	39064000	39102000	235	4.8518734202873345e-11	2.4276143931854576e-12	9.460985401256123e-11
NC_041730.1	39102000	39140000	250	0	0	4.609111980968789e-11
NC_041730.1	39140000	39178000	252	3.568375087552351e-11	0	8.17748706852114e-11
NC_041730.1	39178000	39216000	257	3.6074419237806265e-09	3.5032790010489945e-09	3.7116048465122585e-09
NC_041730.1	39216000	39254000	203	0	0	4.609111980968789e-11
NC_041730.1	39254000	39292000	222	0	0	4.609111980968789e-11
NC_041730.1	39292000	39330000	287	3.6205413596002735e-09	3.5163784368686415e-09	3.7247042823319055e-09
NC_041730.1	39330000	39368000	246	0	0	4.609111980968789e-11
NC_041730.1	39368000	39406000	199	0	0	4.609111980968789e-11
NC_041730.1	39406000	39444000	173	0	0	4.609111980968789e-11
NC_041730.1	39444000	39482000	174	0	0	4.609111980968789e-11
NC_041730.1	39482000	39520000	172	0	0	4.609111980968789e-11
NC_041730.1	39520000	39558000	246	0	0	4.609111980968789e-11
NC_041730.1	39558000	39596000	211	0	0	4.609111980968789e-11
NC_041730.1	39710000	39748000	124	0	0	4.609111980968789e-11
NC_041730.1	39748000	39786000	715	0	0	4.609111980968789e-11
NC_041730.1	39786000	39824000	305	3.850385756106913e-09	3.746222833375281e-09	3.954548678838544e-09
NC_041730.1	39824000	39862000	323	3.995521816878579e-09	3.891358894146946e-09	4.099684739610211e-09
NC_041730.1	39862000	39900000	330	3.945454564005518e-09	3.841291641273885e-09	4.04961748673715e-09
NC_041730.1	39900000	39938000	348	3.887048147885432e-09	3.7828852251537994e-09	3.991211070617064e-09
NC_041730.1	39938000	39976000	311	3.802961653382488e-09	3.6987987306508563e-09	3.907124576114121e-09
NC_041730.1	39976000	40014000	342	3.872611943105731e-09	3.768449020374099e-09	3.976774865837364e-09
NC_041730.1	40014000	40052000	409	4.032840464322034e-09	3.928677541590403e-09	4.137003387053666e-09
NC_041730.1	40052000	40090000	367	3.8880960639868746e-09	3.783933141255242e-09	3.992258986718507e-09
NC_041730.1	40090000	40128000	395	3.992851118656275e-09	3.888688195924642e-09	4.097014041387907e-09
NC_041730.1	40128000	40166000	404	3.94598663923475e-09	3.8418237165031174e-09	4.050149561966382e-09
NC_041730.1	40166000	40204000	332	3.897987024422094e-09	3.793824101690462e-09	4.002149947153727e-09
NC_041730.1	40204000	40242000	354	3.919997950307503e-09	3.81583502757587e-09	4.024160873039135e-09
NC_041730.1	40242000	40280000	374	4.002191741149666e-09	3.898028818418034e-09	4.106354663881299e-09
NC_041730.1	40280000	40318000	308	3.751667868918613e-09	3.6475049461869807e-09	3.855830791650244e-09
NC_041730.1	40318000	40356000	383	4.100046345180765e-09	3.995883422449133e-09	4.2042092679123965e-09
NC_041730.1	40356000	40394000	366	3.905142559554911e-09	3.800979636823279e-09	4.009305482286544e-09
NC_041730.1	40394000	40432000	354	3.889603297451863e-09	3.785440374720231e-09	3.993766220183496e-09
NC_041730.1	40432000	40470000	364	3.9629966093775955e-09	3.858833686645963e-09	4.067159532109228e-09
NC_041730.1	40470000	40508000	360	3.972323889798767e-09	3.868160967067134e-09	4.076486812530399e-09
NC_041730.1	40508000	40546000	391	3.931804046513667e-09	3.827641123782034e-09	4.035966969245299e-09
NC_041730.1	40546000	40584000	359	3.970422674557004e-09	3.8662597518253715e-09	4.074585597288636e-09
NC_041730.1	40584000	40622000	388	3.9752867463480245e-09	3.871123823616392e-09	4.079449669079657e-09
NC_041730.1	40622000	40660000	403	3.8905296249052805e-09	3.786366702173648e-09	3.994692547636913e-09
NC_041730.1	40660000	40698000	390	4.044932258167027e-09	3.940769335435395e-09	4.1490951808986595e-09
NC_041730.1	40698000	40736000	390	3.947130902225964e-09	3.842967979494331e-09	4.051293824957596e-09
NC_041730.1	40736000	40774000	327	3.974268031054421e-09	3.870105108322788e-09	4.078430953786053e-09
NC_041730.1	40774000	40812000	362	4.029665546953716e-09	3.9255026242220835e-09	4.133828469685348e-09
NC_041730.1	40812000	40850000	370	4.074041234085796e-09	3.969878311354163e-09	4.178204156817428e-09
NC_041730.1	40850000	40888000	351	3.901369622863918e-09	3.797206700132287e-09	4.00553254559555e-09
NC_041730.1	40888000	40926000	336	3.8690425781900995e-09	3.764879655458467e-09	3.973205500921732e-09
NC_041730.1	40926000	40964000	312	3.820933034017755e-09	3.716770111286123e-09	3.925095956749387e-09
NC_041730.1	40964000	41002000	348	3.929948131213058e-09	3.825785208481425e-09	4.03411105394469e-09
NC_041730.1	41002000	41040000	356	3.928006949854057e-09	3.823844027122425e-09	4.032169872585688e-09
NC_041730.1	41040000	41078000	376	4.0696161435155826e-09	3.96545322078395e-09	4.173779066247215e-09
NC_041730.1	41078000	41116000	355	3.8752424949125236e-09	3.771079572180892e-09	3.979405417644155e-09
NC_041730.1	41116000	41154000	370	3.943844485400493e-09	3.83968156266886e-09	4.048007408132125e-09
NC_041730.1	41154000	41192000	377	4.13242385834624e-09	4.028260935614607e-09	4.236586781077872e-09
NC_041730.1	41192000	41230000	357	4.059454683083484e-09	3.955291760351852e-09	4.163617605815117e-09
NC_041730.1	41230000	41268000	377	4.0657818603371146e-09	3.961618937605482e-09	4.169944783068747e-09
NC_041730.1	41268000	41306000	394	3.976559216436379e-09	3.872396293704747e-09	4.0807221391680105e-09
NC_041730.1	41306000	41344000	366	3.940012110378751e-09	3.835849187647118e-09	4.044175033110383e-09
NC_041730.1	41344000	41382000	399	4.069886590925465e-09	3.965723668193834e-09	4.174049513657097e-09
NC_041730.1	41382000	41420000	352	3.877907679012637e-09	3.773744756281004e-09	3.982070601744269e-09
NC_041730.1	41420000	41458000	386	3.9854706539151435e-09	3.881307731183512e-09	4.089633576646775e-09
NC_041730.1	41458000	41496000	377	4.034850414447427e-09	3.930687491715795e-09	4.1390133371790595e-09
NC_041730.1	41496000	41534000	414	4.04983682194525e-09	3.945673899213617e-09	4.153999744676882e-09
NC_041730.1	41534000	41572000	359	3.937049374028341e-09	3.8328864512967095e-09	4.041212296759973e-09
NC_041730.1	41572000	41610000	320	3.837821062428456e-09	3.7336581396968235e-09	3.941983985160088e-09
NC_041730.1	41610000	41648000	341	3.862366508752864e-09	3.758203586021232e-09	3.9665294314844965e-09
NC_041730.1	41648000	41686000	390	4.017908191380756e-09	3.913745268649125e-09	4.122071114112388e-09
NC_041730.1	41686000	41724000	338	3.814113815263983e-09	3.709950892532351e-09	3.918276737995615e-09
NC_041730.1	41724000	41762000	332	3.918196349861713e-09	3.814033427130081e-09	4.022359272593346e-09
NC_041730.1	41762000	41800000	355	3.867898735894856e-09	3.7637358131632245e-09	3.972061658626488e-09
NC_041730.1	41800000	41838000	360	4.008801505896912e-09	3.9046385831652796e-09	4.112964428628544e-09
NC_041730.1	41838000	41876000	409	3.994745813110488e-09	3.8905828903788564e-09	4.09890873584212e-09
NC_041730.1	41876000	41914000	296	3.704408431104666e-09	3.600245508373034e-09	3.808571353836298e-09
NC_041730.1	41914000	41952000	272	3.589154585446336e-09	3.484991662714704e-09	3.693317508177968e-09
NC_041730.1	41952000	41990000	310	3.817829454666221e-09	3.713666531934589e-09	3.9219923773978534e-09
NC_041730.1	41990000	42028000	339	3.995770718644807e-09	3.891607795913175e-09	4.0999336413764385e-09
NC_041730.1	42028000	42066000	332	4.009699872093118e-09	3.905536949361485e-09	4.11386279482475e-09
NC_041730.1	42066000	42104000	351	3.826890261751949e-09	3.7227273390203172e-09	3.931053184483582e-09
NC_041730.1	42104000	42142000	353	3.881612748428606e-09	3.777449825696974e-09	3.9857756711602385e-09
NC_041730.1	42142000	42180000	367	4.016132028016351e-09	3.911969105284719e-09	4.1202949507479834e-09
NC_041730.1	42180000	42218000	396	3.983348798661485e-09	3.879185875929852e-09	4.087511721393117e-09
NC_041730.1	42218000	42256000	368	3.8921426333572445e-09	3.787979710625612e-09	3.996305556088877e-09
NC_041730.1	42256000	42294000	318	3.811572353341463e-09	3.707409430609831e-09	3.9157352760730945e-09
NC_041730.1	42294000	42332000	374	4.03293412927499e-09	3.9287712065433575e-09	4.137097052006622e-09
NC_041730.1	42332000	42370000	302	3.722164302716397e-09	3.618001379984765e-09	3.826327225448029e-09
NC_041730.1	42370000	42408000	320	3.817880043356726e-09	3.713717120625094e-09	3.9220429660883585e-09
NC_041730.1	42408000	42446000	366	3.901385759559375e-09	3.7972228368277426e-09	4.005548682291007e-09
NC_041730.1	42446000	42484000	338	3.894354232076417e-09	3.790191309344784e-09	3.998517154808049e-09
NC_041730.1	42484000	42522000	253	3.5595785318258437e-09	3.4554156090942117e-09	3.6637414545574757e-09
NC_041730.1	42522000	42560000	276	3.4697072949367853e-09	3.3655443722051533e-09	3.5738702176684173e-09
NC_041730.1	42560000	42598000	337	3.879798842625667e-09	3.7756359198940345e-09	3.983961765357299e-09
NC_041730.1	42598000	42636000	341	3.868280938184445e-09	3.7641180154528135e-09	3.972443860916077e-09
NC_041730.1	42636000	42674000	274	3.533024532687661e-09	3.428861609956029e-09	3.637187455419293e-09
NC_041730.1	42674000	42712000	270	3.502368537484939e-09	3.398205614753307e-09	3.606531460216571e-09
NC_041730.1	42712000	42750000	255	3.4627883487006193e-09	3.3586254259689873e-09	3.5669512714322513e-09
NC_041730.1	42750000	42788000	305	3.744419945945608e-09	3.6402570232139763e-09	3.848582868677241e-09
NC_041730.1	42788000	42826000	339	3.988859134588132e-09	3.8846962118565e-09	4.0930220573197645e-09
NC_041730.1	42826000	42864000	314	3.785180960238945e-09	3.6810180375073133e-09	3.889343882970578e-09
NC_041730.1	42864000	42902000	322	3.946331099085804e-09	3.842168176354172e-09	4.0504940218174364e-09
NC_041730.1	42902000	42940000	298	3.696629574791494e-09	3.592466652059862e-09	3.8007924975231256e-09
NC_041730.1	42940000	42978000	300	3.6483256089811563e-09	3.5441626862495243e-09	3.752488531712788e-09
NC_041730.1	42978000	43016000	338	3.808563948940924e-09	3.704401026209292e-09	3.912726871672555e-09
NC_041730.1	43016000	43054000	304	3.6902242006742674e-09	3.5860612779426354e-09	3.794387123405899e-09
NC_041730.1	43054000	43092000	331	3.9244940633725215e-09	3.820331140640889e-09	4.028656986104154e-09
NC_041730.1	43092000	43130000	309	3.817092906170261e-09	3.7129299834386293e-09	3.921255828901894e-09
NC_041730.1	43130000	43168000	347	3.8974131275058955e-09	3.793250204774263e-09	4.001576050237528e-09
NC_041730.1	43168000	43206000	299	3.6795073389238343e-09	3.5753444161922023e-09	3.783670261655466e-09
NC_041730.1	43206000	43244000	283	3.416242409550877e-11	0	8.025354390519666e-11
NC_041730.1	43244000	43282000	376	4.046365358991995e-09	3.942202436260364e-09	4.150528281723627e-09
NC_041730.1	43282000	43320000	338	3.952974369262163e-09	3.8488114465305304e-09	4.057137291993795e-09
NC_041730.1	43320000	43358000	328	3.9398629586322e-09	3.835700035900567e-09	4.044025881363832e-09
NC_041730.1	43358000	43396000	288	3.6172295207182743e-09	3.5130665979866423e-09	3.7213924434499063e-09
NC_041730.1	43396000	43434000	262	3.704306247684024e-12	0	4.979542605737191e-11
NC_041730.1	43434000	43472000	217	0	0	4.609111980968789e-11
NC_041730.1	43472000	43510000	245	6.080669256916742e-11	1.471557275947953e-11	1.068978123788553e-10
NC_041730.1	43510000	43548000	307	3.766968446157583e-09	3.662805523425951e-09	3.871131368889215e-09
NC_041730.1	43548000	43586000	288	3.6805785210149553e-09	3.5764155982833233e-09	3.784741443746587e-09
NC_041730.1	43586000	43624000	319	3.762467660362315e-09	3.658304737630683e-09	3.8666305830939475e-09
NC_041730.1	43624000	43662000	443	3.814907030004741e-09	3.710744107273109e-09	3.919069952736373e-09
NC_041730.1	43662000	43700000	294	3.618925225978239e-09	3.514762303246607e-09	3.723088148709871e-09
NC_041730.1	43700000	43738000	325	3.928041822545075e-09	3.823878899813444e-09	4.032204745276707e-09
NC_041730.1	43738000	43776000	390	3.9797745807173305e-09	3.875611657985698e-09	4.083937503448963e-09
NC_041730.1	43776000	43814000	344	3.863747217904595e-09	3.759584295172963e-09	3.967910140636228e-09
NC_041730.1	43814000	43852000	409	4.058245783161308e-09	3.9540828604296765e-09	4.16240870589294e-09
NC_041730.1	43852000	43890000	362	3.920553885008229e-09	3.816390962276597e-09	4.0247168077398615e-09
NC_041730.1	43890000	43928000	319	3.788563836640607e-09	3.684400913908975e-09	3.8927267593722395e-09
NC_041730.1	43928000	43966000	235	0	0	4.609111980968789e-11
NC_041730.1	43966000	44004000	294	3.5768721562270886e-09	3.4727092334954566e-09	3.6810350789587206e-09
NC_041730.1	44004000	44042000	200	0	0	4.609111980968789e-11
NC_041730.1	44042000	44080000	269	3.4606800308423106e-09	3.3565171081106786e-09	3.5648429535739426e-09
NC_041730.1	44080000	44118000	227	0	0	4.609111980968789e-11
NC_041730.1	44118000	44156000	232	0	0	4.609111980968789e-11
NC_041730.1	44156000	44194000	287	3.5329948135222864e-09	3.4288318907906544e-09	3.6371577362539184e-09
NC_041730.1	44194000	44232000	245	2.1235428549374117e-11	0	6.7326548359062e-11
NC_041730.1	44232000	44270000	256	3.4574312963559507e-09	3.3532683736243187e-09	3.5615942190875826e-09
NC_041730.1	44270000	44308000	241	0	0	4.609111980968789e-11
NC_041730.1	44308000	44346000	223	0	0	4.609111980968789e-11
NC_041730.1	44346000	44384000	222	0	0	4.609111980968789e-11
NC_041730.1	44384000	44422000	265	5.007882511163788e-11	3.987705301949995e-12	9.616994492132577e-11
NC_041730.1	44422000	44460000	191	0	0	4.609111980968789e-11
NC_041730.1	44460000	44498000	230	3.4951538720309223e-09	3.3909909492992903e-09	3.5993167947625543e-09
NC_041730.1	44498000	44536000	200	0	0	4.609111980968789e-11
NC_041730.1	44536000	44574000	268	5.861697004048377e-11	1.2525850230795879e-11	1.0470808985017165e-10
NC_041730.1	44574000	44612000	210	0	0	4.609111980968789e-11
NC_041730.1	44612000	44650000	306	3.717359819504687e-09	3.613196896773055e-09	3.821522742236319e-09
NC_041730.1	44650000	44688000	380	4.026501507581218e-09	3.922338584849586e-09	4.1306644303128504e-09
NC_041730.1	44688000	44726000	335	3.79295460292705e-09	3.6887916801954178e-09	3.897117525658682e-09
NC_041730.1	44726000	44764000	286	3.6156849805355783e-09	3.5115220578039463e-09	3.7198479032672103e-09
NC_041730.1	44764000	44802000	258	5.726232901409346e-11	1.1171209204405576e-11	1.0335344882378135e-10
NC_041730.1	44802000	44840000	258	3.453339396994713e-09	3.349176474263081e-09	3.557502319726345e-09
NC_041730.1	44840000	44878000	306	3.861919699582025e-09	3.7577567768503925e-09	3.966082622313657e-09
NC_041730.1	44878000	44916000	281	3.4875967300068577e-09	3.3834338072752257e-09	3.5917596527384897e-09
NC_041730.1	44916000	44954000	261	7.041430675553866e-11	2.4323186945850777e-11	1.1650542656522655e-10
NC_041730.1	44954000	44992000	298	3.6152312599309316e-09	3.5110683371992996e-09	3.7193941826625636e-09
NC_041730.1	44992000	45030000	272	3.5083347275458004e-09	3.4041718048141684e-09	3.6124976502774324e-09
NC_041730.1	45030000	45068000	253	3.464482942121232e-09	3.3603200193896e-09	3.568645864852864e-09
NC_041730.1	45068000	45106000	277	3.5476317278422606e-09	3.4434688051106286e-09	3.6517946505738926e-09
NC_041730.1	45106000	45144000	255	3.4426759260704477e-09	3.3385130033388157e-09	3.5468388488020797e-09
NC_041730.1	45144000	45182000	265	3.4915986004303165e-09	3.3874356776986845e-09	3.5957615231619485e-09
NC_041730.1	45182000	45220000	286	3.5580463721245777e-09	3.4538834493929457e-09	3.6622092948562097e-09
NC_041730.1	45220000	45258000	277	3.5215565408184194e-09	3.4173936180867874e-09	3.6257194635500514e-09
NC_041730.1	45258000	45296000	323	3.89731070306183e-09	3.793147780330198e-09	4.001473625793463e-09
NC_041730.1	45296000	45334000	272	3.612973730226648e-09	3.508810807495016e-09	3.71713665295828e-09
NC_041730.1	45334000	45372000	310	3.824512014841294e-09	3.720349092109662e-09	3.928674937572926e-09
NC_041730.1	45372000	45410000	298	3.589048600111374e-09	3.484885677379742e-09	3.693211522843006e-09
NC_041730.1	45410000	45448000	261	6.32440848258795e-11	1.7152965016191607e-11	1.0933520463556738e-10
NC_041730.1	45448000	45486000	338	3.791387345161923e-09	3.6872244224302912e-09	3.895550267893555e-09
NC_041730.1	45486000	45524000	288	3.7175900003002093e-09	3.6134270775685773e-09	3.821752923031842e-09
NC_041730.1	45524000	45562000	385	4.018880945639536e-09	3.9147180229079036e-09	4.123043868371168e-09
NC_041730.1	45562000	45600000	360	3.9555383309066995e-09	3.851375408175067e-09	4.059701253638332e-09
NC_041730.1	45600000	45638000	315	3.796453020941682e-09	3.69229009821005e-09	3.9006159436733145e-09
NC_041730.1	45638000	45676000	348	3.930927796905646e-09	3.826764874174015e-09	4.035090719637278e-09
NC_041730.1	45676000	45714000	348	3.9180778187719035e-09	3.813914896040271e-09	4.022240741503536e-09
NC_041730.1	45714000	45752000	288	3.67952162756199e-09	3.575358704830358e-09	3.7836845502936215e-09
NC_041730.1	45752000	45790000	232	0	0	4.609111980968789e-11
NC_041730.1	45790000	45828000	343	3.876533347912322e-09	3.772370425180689e-09	3.980696270643954e-09
NC_041730.1	45828000	45866000	267	6.693689395926669e-11	2.08457741495788e-11	1.1302801376895457e-10
NC_041730.1	45866000	45904000	297	3.5477038171018504e-09	3.4435408943702184e-09	3.6518667398334824e-09
NC_041730.1	45904000	45942000	277	3.4786347639370134e-09	3.3744718412053814e-09	3.5827976866686454e-09
NC_041730.1	45942000	45980000	327	3.8642877070532464e-09	3.760124784321614e-09	3.968450629784879e-09
NC_041730.1	45980000	46018000	169	3.432207507828132e-09	3.3280445850965e-09	3.536370430559764e-09
NC_041730.1	46246000	46284000	335	3.6390301211555024e-09	3.5348671984238704e-09	3.743193043887134e-09
NC_041730.1	46284000	46322000	310	3.898351219421642e-09	3.79418829669001e-09	4.002514142153275e-09
NC_041730.1	46322000	46360000	399	4.010252125704098e-09	3.906089202972466e-09	4.114415048435731e-09
NC_041730.1	46360000	46398000	354	3.9162268165992414e-09	3.812063893867609e-09	4.020389739330874e-09
NC_041730.1	46398000	46436000	366	3.950286392455338e-09	3.8461234697237054e-09	4.05444931518697e-09
NC_041730.1	46436000	46474000	389	4.044270773852166e-09	3.940107851120533e-09	4.148433696583798e-09
NC_041730.1	46474000	46512000	397	3.964792229930656e-09	3.860629307199024e-09	4.068955152662289e-09
NC_041730.1	46512000	46550000	345	3.930888912578047e-09	3.826725989846415e-09	4.0350518353096795e-09
NC_041730.1	46550000	46588000	422	4.003519006888234e-09	3.899356084156603e-09	4.107681929619866e-09
NC_041730.1	46588000	46626000	338	3.917478567411028e-09	3.813315644679395e-09	4.02164149014266e-09
